번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,,,
544,33310,디케이디앤아이,32509,기타 금속가공제품 제조업,21972411,10986205500,500,원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,2116,,,,
545,105740,디케이락,32901,일반 목적용 기계 제조업,7855554,3927777000,500,원(KRW),055-338-0114,경상남도 김해시 주촌면 골든루트로129번길 7,2116,,,,
546,187220,디티앤씨,137209,기타 과학기술 서비스업,9854054,4927027000,500,원(KRW),031-329-3411,경기도 용인시 처인구 유림로154번길 42,2116,,,,
547,26890,디피씨,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",41678175,20839087500,500,원(KRW),031-599-0100,경기도 안산시 단원구  산단로19번길  145(목내동),2116,,,,
548,189700,디피앤케이,31401,봉제의복 제조업,7285439,3642719500,500,원(KRW),02-461-7067,서울특별시 광진구 동일로 334 (중곡동),2116,,,,
549,131180,딜리,32603,컴퓨터 및 주변장치 제조업,29350000,2935000000,100,원(KRW),031-860-5500,경기도 동두천시 강변로702번길 30,2116,,,,
550,42510,라온시큐어,105802,소프트웨어 개발 및 공급업,31809612,15904806000,500,원(KRW),02-561-4545,"서울특별시 강남구 봉은사로86길 6 (삼성동 레베쌍트 빌딩 6,7층)",2116,,,,
551,232680,라온테크,32902,특수 목적용 기계 제조업,2146470,1073235000,500,원(KRW),031-201-0005,경기도 수원시 권선구 산업로156번길 88-4(고색동),2116,,,,
552,50120,라이브플렉스,74604,가정용품 도매업,41621527,20810763500,500,원(KRW),02-3446-4875,서울특별시 강남구 언주로 702 8층 (논현동),2116,,,,
553,171120,라이온켐텍,32004,기타 화학제품 제조업,15386005,7693002500,500,원(KRW),042-930-3300,대전 대덕구 문평동 41-5,2116,,,,
554,115390,락앤락,32202,플라스틱제품 제조업,55000000,27500000000,500,원(KRW),02-520-9539,충청남도 아산시  선장면 삽교천로 104  (주)락앤락,2116,,,,
555,200350,래몽래인,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",1885786,942893000,500,원(KRW),27619978,서울특별시 강남구 봉은사로 214레드페이스 빌딩 5층,2116,,,,
556,171010,램테크놀러지,32001,기초화학물질 제조업,11382966,5691483000,500,원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285,2116,,,,
557,84650,랩지노믹스,137001,자연과학 및 공학 연구개발업,8533599,4266799500,500,원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층,2116,,,,
558,92590,럭스피아,32601,반도체 제조업,7291098,3645549000,500,원(KRW),070-8671-2530,"경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터)",2116,,,,
559,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,9941207,4970603500,500,원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),2116,,,,
560,60300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",42619128,21309564000,500,원(KRW),031-5171-3800,경기도 성남시 분당구 판교역로146번길 20 현대백화점 판교오피스 12-13층,2116,,,,
561,38390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,8589480,4294740000,500,원(KRW),02-2001-4563,서울특별시 중구 을지로 100파인에비뉴 B동 19층,2116,,,,
562,228850,레이언스,32701,의료용 기기 제조업,16591014,8295507000,500,원(KRW),031-8015-6420,경기도 화성시 삼성1로1길 14 &nbsp,2116,,,,
563,47440,레이젠,32602,전자부품 제조업,16618129,8309064500,500,원(KRW),031-650-1306,경상북도 칠곡군  왜관읍 공단로5길 18-24,2116,,,,
564,238120,로고스바이오,32703,"안경, 사진장비 및 기타 광학기기 제조업",3561724,1780862000,500,원(KRW),031-478-4185,경기도 안양시 동안구 흥안대로 415,2116,,,,
565,90360,로보스타,32902,특수 목적용 기계 제조업,7800000,3900000000,500,원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700,2116,,,,
566,238500,로보쓰리,137309,"그외 기타 전문, 과학 및 기술 서비스업",4448166,2224083000,500,원(KRW),02-544-9145,"서울특별시 강남구 논현로 605, 5층(논현동, 승진빌딩)",2116,,,,
567,900260,로스웰,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업",90781250,675265221,0,중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong",2116,,,,
568,16170,로엔,31802,기록매체 복제업,25291705,12645852500,500,원(KRW),02-2280-7700,서울특별시 강남구 테헤란로103길 17,2116,,,,
569,67730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",9340922,4670461000,500,원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,2116,,,,
570,71280,로체시스템즈,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8224402,4112201000,500,원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),2116,,,,
571,109960,로코조이,32604,통신 및 방송 장비 제조업,19751564,9875782000,500,원(KRW),02-6010-3119,서울특별시 강남구 테헤란로32길 26 청송빌딩(전층),2116,,,,
572,32350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,45395023,22697511500,500,원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),2116,,,,
573,400,롯데손해보험,116501,보험업,134280000,134280000000,1000,원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩,2116,,,,
574,23530,롯데쇼핑,74701,종합 소매업,31490892,157454460000,5000,원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동),2116,,,,
575,4000,롯데정밀화학,32001,기초화학물질 제조업,25800000,129000000000,5000,원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19,2116,,,,
576,4990,롯데제과,31007,기타 식품 제조업,14214000,7107000000,500,원(KRW),02-2670-6114,서울특별시 영등포구 양평로21길 10,2116,,,,
577,5300,롯데칠성음료,31102,비알콜음료 및 얼음 제조업,1237203,6786015000,5000,원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15,2116,,,,
578,11170,롯데케미칼,32001,기초화학물질 제조업,34275419,171377095000,5000,원(KRW),02-829-4114,서울특별시 동작구  보라매로5길 51 롯데타워 11층,2116,,,,
579,2270,롯데푸드,31005,낙농제품 및 식용빙과류 제조업,1369436,6847180000,5000,원(KRW),02-2629-0114,서울특별시 영등포구  양평로21길 10,2116,,,,
580,71840,롯데하이마트,74703,정보통신장비 소매업,23607712,118038560000,5000,원(KRW),02-2050-5000,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,2116,,,,
581,38060,루멘스,32601,반도체 제조업,47276784,23638392000,500,원(KRW),031-8033-1200,경기도 용인시 기흥구 원고매로 12,2116,,,,
582,82800,루미마이크로,32601,반도체 제조업,37937500,18968750000,500,원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309,2116,,,,
583,85370,루트로닉,32701,의료용 기기 제조업,10535041,5267520500,500,원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219,2116,,,,
584,60240,룽투코리아,168505,일반 교습 학원,18770196,9735098000,500,원(KRW),02-2640-3530,"서울특별시 금천구  가산디지털1로 137 13층(가산동,IT캐슬 2차)",2116,,,,
585,42940,르네코,64203,전기 및 통신 공사업,12904568,6452284000,500,원(KRW),031 -995-7800,"경기도 고양시 일산동구  호수로 358-39 동문타워I (백석동,동문굿모닝타워1차6층)",2116,,,,
586,58470,리노공업,32602,전자부품 제조업,15242370,7621185000,500,원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10,2116,,,,
587,39980,리노스,74704,"섬유, 의복, 신발 및 가죽제품 소매업",35996153,17998076500,500,원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,2116,,,,
588,16100,리더스코스메틱,32004,기타 화학제품 제조업,17939517,8969758500,500,원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호,2116,,,,
589,197210,리드,32902,특수 목적용 기계 제조업,5315078,2657539000,500,원(KRW),031-324-0200,경기도 화성시  향남읍 발안공단로4길 118 &nbsp,2116,,,,
590,12700,리드코프,74607,기타 전문 도매업,26749230,13777741000,500,원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층,2116,,,,
591,38340,리젠,74707,연료 소매업,48069067,24084533500,500,원(KRW),(02)3438-6900,서울특별시 서초구 강남대로 373 홍우빌딩 10층,2116,,,,
592,131100,리켐,32001,기초화학물질 제조업,16540382,8270191000,500,원(KRW),042-825-8630,충청남도 금산군 추부면 금산로 2423-16 리켐(주)-,2116,,,,
593,42500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",14786878,7393439000,500,원(KRW),02-6675-1251,서울특별시 구로구 디지털로 306 418호(구로동 대륭포스트타워2차 4층),2116,,,,
594,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,2027300,202730000,100,원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호 (관양동, 대륭테크노타운15차)",2116,,,,
595,27740,마니커,31001,"도축, 육류 가공 및 저장 처리업",116725477,58362738500,500,원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동),2116,,,,
596,98120,마이크로컨텍솔,32602,전자부품 제조업,8312766,4156383000,500,원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21,2116,,,,
597,35480,마제스타,189102,유원지 및 기타 오락관련 서비스업,39401338,19700669000,500,원(KRW),02-3011-9700,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),2116,,,,
598,38290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업",8971042,4485521000,500,원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차,2116,,,,
599,204320,만도,33003,자동차 부품 제조업,9391424,46957120000,5000,원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32,2116,,,,
600,1080,만호제강,32401,1차 철강 제조업,4150000,4150000000,1000,원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71,2116,,,,
601,5990,매일유업,31005,낙농제품 및 식용빙과류 제조업,13578608,6789304000,500,원(KRW),02-2127-2113,서울특별시 종로구  율곡로 88 삼환빌딩,2116,,,,
602,127160,매직마이크로,32809,기타 전기장비 제조업,6222125,3111062500,500,원(KRW),070-8680-3792,부산광역시 해운대구 센텀중앙로 48 에이스하이테크21 207호,2116,,,,
603,93520,매커스,74605,기계장비 및 관련 물품 도매업,16133092,8066546000,500,원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73,2116,,,,
604,141070,맥스로텍,32902,특수 목적용 기계 제조업,14001862,7000931000,500,원(KRW),053-584-6540,대구광역시 달서구  성서4차첨단로 25,2116,,,,
605,88980,맥쿼리인프라,116402,투자기관,331459341,1670985754511,0,원(KRW),02-3705-8565,"서울특별시 중구 소공로 109 소공동, 한화빌딩 9층",2116,,,,
606,94800,맵스리얼티1,116402,투자기관,92834331,464171655000,0,원(KRW),02-769-7892,서울 영등포구 여의도동 미래에셋빌딩 45-1,2116,,,,
607,67280,멀티캠퍼스,168506,기타 교육기관,5926779,2963389500,500,원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,2116,,,,
608,72870,메가스터디,168505,일반 교습 학원,4016291,2008145500,500,원(KRW),02-6350-8400,"서울특별시 마포구 상암산로 3415층(상암동, 디지털큐브)",2116,,,,
609,215200,메가스터디교육,168505,일반 교습 학원,2324376,1162188000,500,원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,2116,,,,
610,133750,메가엠디,168505,일반 교습 학원,22368593,11184296500,500,원(KRW),02-3489-8346,서울특별시 서초구 효령로 321,2116,,,,
611,200580,메디쎄이,32701,의료용 기기 제조업,3478159,1739079500,500,원(KRW),031-879-0414,충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389),2116,,,,
612,41920,메디아나,32701,의료용 기기 제조업,8650496,4325248000,500,원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132,2116,,,,
613,236340,메디젠휴먼케어,137001,자연과학 및 공학 연구개발업,2304892,1152446000,500,원(KRW),02-555-9808,"서울특별시 강남구 삼성로 352, 6층(대치동, 창진빌딩)",2116,,,,
614,86900,메디톡스,32101,기초 의약물질 및 생물학적 제제 제조업,5656535,2828267500,500,원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2116,,,,
615,78160,메디포스트,32101,기초 의약물질 및 생물학적 제제 제조업,7858421,3929210500,500,원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,2116,,,,
616,65650,메디프론,74605,기계장비 및 관련 물품 도매업,26579113,13289556500,500,원(KRW),02-545-9277,"서울특별시 강서구  양천로 583 1401(염창동, 우림블루나인비즈니스센터에이동)",2116,,,,
617,138040,메리츠금융지주,116409,기타 금융업,142885818,71442909000,500,원(KRW),02-2018-6824,서울특별시 강남구  강남대로 382,2116,,,,
618,8560,메리츠종금증권,116601,금융지원 서비스업,496638534,496638534000,1000,원(KRW),02-785-6611,서울특별시 영등포구  국제금융로6길 15 (여의도동),2116,,,,
619,60,메리츠화재,116501,보험업,110338000,55169000000,500,원(KRW),02-1566-7711,서울특별시 강남구  강남대로 382 메리츠타워,2116,,,,
620,21880,메이슨캐피탈,116409,기타 금융업,73267748,36633874000,500,원(KRW),02-2125-3200,전라북도 전주시 완산구 기린대로 213 전주대우빌딩 13층,2116,,,,
621,140410,메지온,137001,자연과학 및 공학 연구개발업,8158000,4079000000,500,원(KRW),02-560-8000,서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층,2116,,,,
622,59210,메타바이오메드,32103,의료용품 및 기타 의약관련제품 제조업,21874423,10937211500,500,원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270,2116,,,,
623,58110,멕아이씨에스,32701,의료용 기기 제조업,5361500,2680750000,500,원(KRW),070) 7119-2520,경기도 파주시 상지석길 21,2116,,,,
624,96640,멜파스,32602,전자부품 제조업,21257151,10628575500,500,원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14,2116,,,,
625,17180,명문제약,32102,의약품 제조업,23220000,11610000000,500,원(KRW),031-350-4000,경기도 화성시  향남읍 제약공단2길 26,2116,,,,
626,12690,모나리자,31709,기타 종이 및 판지 제품 제조업,36571255,18885627500,500,원(KRW),02-829-8800,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,2116,,,,
627,5360,모나미,74604,가정용품 도매업,18897307,18897307000,1000,원(KRW),031-216-0153,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",2116,,,,
628,80420,모다이노칩,32602,전자부품 제조업,39860811,19930405500,500,원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주),2116,,,,
629,149940,모다정보통신,32604,통신 및 방송 장비 제조업,12406342,6203171000,500,원(KRW),02-523-7677,"서울특별시 서초구 마방로 60 트러스트타워13,14층",2116,,,,
630,80160,모두투어,147502,여행사 및 기타 여행보조 서비스업,12600000,6300000000,500,원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,2116,,,,
631,204210,모두투어리츠,126801,부동산 임대 및 공급업,7826815,39134075000,5000,원(KRW),02-6253-5911,서울특별시 중구 소공로 116 서울센터빌딩 7층 701호,2116,,,,
632,100030,모바일리더,105802,소프트웨어 개발 및 공급업,3283714,1641857000,500,원(KRW),02-2051-4151,"서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층)",2116,,,,
633,101330,모베이스,32604,통신 및 방송 장비 제조업,15552000,7776000000,500,원(KRW),032-529-4200,인천광역시 부평구 부평대로313번길 77 청천동,2116,,,,
634,33200,모아텍,32602,전자부품 제조업,14331185,7665592500,500,원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍,2116,,,,
635,9680,모토닉,33003,자동차 부품 제조업,33000000,16500000000,500,원(KRW),053-589-6211,"서울특별시 종로구 종로1길 50 에이동 10층(중학동, 중학오피스 빌딩)",2116,,,,
636,6920,모헨즈,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",10920000,5460000000,500,원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195,2116,,,,
637,9580,무림P&P,31701,"펄프, 종이 및 판지 제조업",62368324,155920810000,2500,원(KRW),052-231-7000,울산광역시 울주군  온산읍 우봉길 3-36,2116,,,,
638,1810,무림SP,31701,"펄프, 종이 및 판지 제조업",22137500,11068750000,500,원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동),2116,,,,
639,9200,무림페이퍼,31701,"펄프, 종이 및 판지 제조업",41609310,104023275000,2500,원(KRW),055-751-1234,경상남도 진주시  남강로 1003 (상평동),2116,,,,
640,33920,무학,31101,알콜음료 제조업,28500000,5700000000,200,원(KRW),1588-2226,경상남도 창원시 마산회원구  봉암공단2길 6,2116,,,,
641,8420,문배철강,32401,1차 철강 제조업,20503505,10251752500,500,원(KRW),02-758-6640,서울특별시 중구 세종대로 23 창화빌딩 9층,2116,,,,
642,161570,미동앤씨네마,32605,영상 및 음향기기 제조업,13791786,6895893000,500,원(KRW),070-7425-0614,서울특별시 서초구 동산로 23 베델회관 702호,2116,,,,
643,95500,미래나노텍,32202,플라스틱제품 제조업,23289533,11644766500,500,원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),2116,,,,
644,25560,미래산업,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",612960258,61296025800,100,원(KRW),041-621-5070,충청남도 천안시 서북구 백석공단7로 65 (백석동),2116,,,,
645,7120,미래아이앤지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",60267817,30133908500,500,원(KRW),02-3470-4400,서울특별시 강남구 도산대로 509 (청담동),2116,,,,
646,6800,미래에셋대우,116601,금융지원 서비스업,326700891,1703883205000,5000,원(KRW),02-768-3355,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,2116,,,,
647,85620,미래에셋생명,116501,보험업,145180000,725900000000,5000,원(KRW),02-1588-0220,서울특별시 강남구 테헤란로 507,2116,,,,
648,215750,미래에셋제3호스팩,116601,금융지원 서비스업,6100000,610000000,100,원(KRW),02-3774-3822,"서울특별시 중구 을지로5길 26,16층(미래에셋센터원빌딩, 이스트타워)",2116,,,,
649,239340,미래에셋제5호스팩,116601,금융지원 서비스업,4800000,480000000,100,원(KRW),02-3774-1736,"서울특별시 중구 을지로5길 26, 동관16층 (미래에셋센터원빌딩) &nbsp",2116,,,,
650,37620,미래에셋증권,116601,금융지원 서비스업,114285871,571429355000,5000,원(KRW),02-3774-1700,서울특별시 중구 수하동 67 미래에셋 센터원 빌딩 이스트타워,2116,,,,
651,233190,미래자원엠엘,31008,동물용 사료 및 조제식품 제조업,3000000,300000000,100,원(KRW),02-2203-7397,"서울특별시 송파구 오금로11길 7, 7층(방이동)",2116,,,,
652,49950,미래컴퍼니,32902,특수 목적용 기계 제조업,7660828,3830414000,500,원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12,2116,,,,
653,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,5500000,2750000000,500,원(KRW),070-8890-1537,서울특별시 구로구 디지털로27길 36 이스페이스 813호,2116,,,,
654,207760,미스터블루,106309,기타 정보 서비스업,24160954,2416095400,100,원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",2116,,,,
655,225850,미애부,74604,가정용품 도매업,3049000,1524500000,500,원(KRW),1577-1401,"경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 에이동-808 (상대원동)",2116,,,,
656,2840,미원상사,32004,기타 화학제품 제조업,869614,7892070000,5000,원(KRW),031-472-9120,경기도 안산시 단원구  원시로 49 (목내동),2116,,,,
657,107590,미원에스씨,32001,기초화학물질 제조업,699367,3646835000,5000,원(KRW),031-472-5155,전라북도 완주군 봉동읍 완주산단1로 167,2116,,,,
658,134380,미원화학,32004,기타 화학제품 제조업,2200000,2366860000,1000,원(KRW),031-479-9200,울산광역시 남구  장생포로 247,2116,,,,
659,3650,미창석유공업,31902,석유 정제품 제조업,1739672,8698360000,5000,원(KRW),051-403-6441,부산광역시 영도구 해양로 241 미창석유,2116,,,,
660,59090,미코,32601,반도체 제조업,27498921,13749460500,500,원(KRW),031-670-5800,경기도 안성시 공단로 100,2116,,,,
661,201490,미투온,105802,소프트웨어 개발 및 공급업,30126122,15063061000,500,원(KRW),02-515-2864,"서울특별시 강남구 학동로31길 12 2층(논현동, 벤쳐캐슬빌딩)",2116,,,,
662,214180,민앤지,106309,기타 정보 서비스업,5943314,2971657000,500,원(KRW),02-929-4463,서울특별시 강남구 언주로 726 두산빌딩,2116,,,,
663,155900,바다로19호,126901,운송장비 임대업,15200004,76000020000,5000,원(KRW),02-3210-3333,"제주특별자치도 제주시 연삼로 473 (이도이동,산업경제진흥원)",2116,,,,
664,206640,바디텍메드,32103,의료용품 및 기타 의약관련제품 제조업,21164897,21164897000,1000,원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,2116,,,,
665,18700,바른손,95601,음식점업,12185676,12185676000,1000,원(KRW),02  -596-4411,"경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동)",2116,,,,
666,35620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,67006339,33503169500,500,원(KRW),070-7609-1404,서울특별시 강남구 봉은사로 509 수당빌딩 4층,2116,,,,
667,64520,바른전자,32601,반도체 제조업,64499522,32249761000,500,원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548,2116,,,,
668,29480,바른테크놀로지 ,32604,통신 및 방송 장비 제조업,22555655,11277827500,500,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워)",2116,,,,
669,53030,바이넥스,32102,의약품 제조업,31273448,15636724000,500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3,2116,,,,
670,84990,바이로메드,137001,자연과학 및 공학 연구개발업,15956260,7978130000,500,원(KRW),(02)873-8330,서울시 관악구 관악로 599번지 서울대학교 자연과학대학 기초과학연구동(203동),2116,,,,
671,64550,바이오니아,32103,의료용품 및 기타 의약관련제품 제조업,16124568,8062284000,500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아,2116,,,,
672,208710,바이오로그디바이스,32602,전자부품 제조업,27402512,2740251200,100,원(KRW),02-3771-9677,경기도 화성시 동탄면 동탄기흥로 64-10 3층,2116,,,,
673,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,12354310,6177155000,500,원(KRW),042-934-7671,대전광역시 유성구 테크노8로 13 &nbsp,2116,,,,
674,38460,바이오스마트,32602,전자부품 제조업,17430967,8715483500,500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172-,2116,,,,
675,217950,바이오씨앤디,137001,자연과학 및 공학 연구개발업,3214053,1607026500,500,원(KRW),031-622-4050,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 1201호,2116,,,,
676,216400,바이오코아,137001,자연과학 및 공학 연구개발업,6821676,3410838000,500,원(KRW),02-2027-6200,서울특별시 금천구 디지털로9길 33,2116,,,,
677,86040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,14419623,7209811500,500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53,2116,,,,
678,199290,바이오프로테크,32701,의료용 기기 제조업,2476134,1238067000,500,원(KRW),033-735-7720,강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지),2116,,,,
679,32980,바이온,32202,플라스틱제품 제조업,23074809,11537404500,500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144,2116,,,,
680,222160,바이옵트로,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",5419073,2709536500,500,원(KRW),031-8005-5155,경기도 용인시 기흥구 탑실로58번길 14,2116,,,,
681,43150,바텍,32701,의료용 기기 제조업,14854256,7427128000,500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동),2116,,,,
682,3610,방림,31302,직물직조 및 직물제품 제조업,4231409,21157045000,5000,원(KRW),02-2085-2114,서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층,2116,,,,
683,1340,백광산업,32001,기초화학물질 제조업,44918407,22459203500,500,원(KRW),02-2681-0136,전라북도 군산시  임해로 494-16,2116,,,,
684,14580,백광소재,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",27583100,13791550000,500,원(KRW),02-3661-8018,서울특별시 강서구  공항대로 467 (등촌동),2116,,,,
685,46310,백금T&A,32604,통신 및 방송 장비 제조업,14313750,7156875000,500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층",2116,,,,
686,35150,백산,32202,플라스틱제품 제조업,24200000,14000000000,500,원(KRW),031-499-0044-9,경기도 시흥시 공단1대로27번길 47,2116,,,,
687,36620,버추얼텍,74607,기타 전문 도매업,17189922,8594961000,500,원(KRW),02  -333 -3012,서울시 마포구 마포대로25 신한DM빌딩 12층,2116,,,,
688,104200,벅스,106309,기타 정보 서비스업,14827550,7413775000,500,원(KRW),031-8038-4186,경기도 성남시 분당구 대왕판교로645번길 16 플레이뮤지엄,2116,,,,
689,2410,범양건영,64101,건물 건설업,4752927,23764635000,5000,원(KRW),041-573-5631,"충청남도 천안시 서북구 검은들1길 7 4층(불당동,포인트프라자)",2116,,,,
690,177350,베셀,32902,특수 목적용 기계 제조업,11192368,5596184000,500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,2116,,,,
691,96300,베트남개발1,116402,투자기관,123661852,102639337160,0,원(KRW),02-2168-0493,서울특별시 영등포구 은행로 3 여의도동,2116,,,,
692,7210,벽산,32309,기타 비금속 광물제품 제조업,68560000,34280000000,500,원(KRW),02-2260-6114,"서울특별시 중구  퇴계로 307 광희동 1가, 광희빌딩",2116,,,,
693,225530,보광산업,20701,토사석 광업,22980000,11490000000,500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,2116,,,,
694,2760,보락,32004,기타 화학제품 제조업,11980000,11980000000,1000,원(KRW),031-352-6455,경기도 화성시  양감면 초록로 720-37,2116,,,,
695,14100,보령메디앙스,32004,기타 화학제품 제조업,11000000,5500000000,500,원(KRW),02  -708 -8365,서울특별시 종로구  창경궁로 136 보령빌딩,2116,,,,
696,3850,보령제약,32102,의약품 제조업,8430000,21075000000,2500,원(KRW),02-708-8000,서울 종로구 원남동 보령빌딩 66-21,2116,,,,
697,4740,보루네오가구,33201,가구 제조업,39986091,19993045500,500,원(KRW),032-420-8500,인천광역시 남동구 논고개로 101 아름다운타워,2116,,,,
698,6910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",45854719,22927359500,500,원(KRW),031 -491 -0311,경기도 안산시 단원구  범지기로 104 보성파워텍(주),2116,,,,
699,26260,보타바이오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업",29895734,14947867000,500,원(KRW),02-558-3921,"서울특별시 강남구 언주로 620 현대인텔렉스 (논현동, 현대인텔렉스빌딩 8층)",2116,,,,
700,890,보해양조,31101,알콜음료 제조업,95840934,47920467000,500,원(KRW),061-243-3141,전라남도 목포시  호남로68번길 36 보해양조(주),2116,,,,
701,242420,본느,32004,기타 화학제품 제조업,2550000,1275000000,500,원(KRW),031-707-4111,"경기도 성남시 분당구 대왕판교로 670, A동 5층 504호(삼평동, 유스페이스2)",2116,,,,
